target_id	length	eff_length	est_counts	tpm
Aazo_4346-NC_014248	33	1	0	0
Aazo_4348-NC_014248	90	40	0	0
Aazo_4353-NC_014248	663	613	0	0
Aazo_4354-NC_014248	215	165	0	0
Aazo_4355-NC_014248	1192	1142	0	0
Aazo_4356-NC_014248	61	11	0	0
Aazo_4361-NC_014248	168	118	0	0
Aazo_4362-NC_014248	88	38	0	0
Aazo_4363-NC_014248	491	441	0	0
Aazo_4364-NC_014248	413	363	0	0
Aazo_4369-NC_014248	405	355	0	0
Aazo_4370-NC_014248	225	175	0	0
Aazo_4371-NC_014248	634	584	0	0
Aazo_4372-NC_014248	338	288	0	0
Aazo_4375-NC_014248	76	26	0	0
Aazo_4378-NC_014248	596	546	0	0
Aazo_4379-NC_014248	111	61	0	0
Aazo_4381-NC_014248	33	1	0	0
Aazo_4383-NC_014248	65	15	0	0
Aazo_4385-NC_014248	121	71	0	0
Aazo_4386-NC_014248	132	82	0	0
Aazo_4387-NC_014248	47	1.01108	0	0
Aazo_4388-NC_014248	165	115	0	0
Aazo_4389-NC_014248	242	192	0	0
Aazo_4390-NC_014248	391	341	0	0
Aazo_4391-NC_014248	204	154	0	0
Aazo_4395-NC_014248	635	585	0	0
Aazo_4400-NC_014248	127	77	0	0
Aazo_4401-NC_014248	236	186	0	0
Aazo_4403-NC_014248	436	386	0	0
Aazo_4404-NC_014248	1166	1116	0	0
Aazo_4406-NC_014248	85	35	0	0
Aazo_4410-NC_014248	127	77	0	0
Aazo_4413-NC_014248	148	98	0	0
Aazo_4414-NC_014248	44	1.00055	0	0
Aazo_4415-NC_014248	64	14	0	0
Aazo_4416-NC_014248	759	709	0	0
Aazo_4417-NC_014248	83	33	0	0
Aazo_4419-NC_014248	367	317	0	0
Aazo_4420-NC_014248	890	840	0	0
Aazo_4421-NC_014248	271	221	0	0
Aazo_4422-NC_014248	197	147	0	0
Aazo_4423-NC_014248	222	172	0	0
Aazo_4424-NC_014248	92	42	0	0
Aazo_4425-NC_014248	46	1.00408	0	0
Aazo_4426-NC_014248	440	390	0	0
Aazo_4427-NC_014248	217	167	0	0
Aazo_4429-NC_014248	132	82	0	0
Aazo_4431-NC_014248	226	176	0	0
Aazo_4432-NC_014248	115	65	0	0
Aazo_4433-NC_014248	256	206	0	0
Aazo_4434-NC_014248	486	436	0	0
Aazo_4435-NC_014248	138	88	0	0
Aazo_4436-NC_014248	108	58	0	0
Aazo_4437-NC_014248	70	20	0	0
Aazo_4438-NC_014248	99	49	0	0
Aazo_4439-NC_014248	451	401	0	0
Aazo_4441-NC_014248	100	50	0	0
Aazo_4442-NC_014248	228	178	0	0
Aazo_4443-NC_014248	257	207	0	0
Aazo_4444-NC_014248	231	181	0	0
Aazo_4445-NC_014248	390	340	0	0
Aazo_4446-NC_014248	399	349	0	0
Aazo_4447-NC_014248	107	57	0	0
Aazo_4448-NC_014248	2300	2250	0	0
Aazo_4449-NC_014248	54	4.00054	0	0
Aazo_4450-NC_014248	917	867	0	0
Aazo_4451-NC_014248	549	499	0	0
Aazo_4452-NC_014248	447	397	0	0
Aazo_4453-NC_014248	101	51	0	0
Aazo_4454-NC_014248	627	577	0	0
Aazo_4455-NC_014248	152	102	0	0
Aazo_4456-NC_014248	457	407	0	0
Aazo_4457-NC_014248	163	113	0	0
Aazo_4462-NC_014248	853	803	0	0
Aazo_4463-NC_014248	284	234	0	0
Aazo_4464-NC_014248	945	895	0	0
Aazo_4465-NC_014248	437	387	0	0
Aazo_4466-NC_014248	585	535	0	0
Aazo_4469-NC_014248	63	13	0	0
Aazo_4475-NC_014248	74	24	0	0
Aazo_4480-NC_014248	269	219	0	0
Aazo_4483-NC_014248	53	3.0139	0	0
Aazo_4484-NC_014248	72	22	0	0
Aazo_4486-NC_014248	67	17	0	0
Aazo_4489-NC_014248	180	130	0	0
Aazo_4490-NC_014248	85	35	0	0
Aazo_4496-NC_014248	187	137	0	0
Aazo_4497-NC_014248	49	1.08033	0	0
Aazo_4498-NC_014248	79	29	0	0
Aazo_4499-NC_014248	270	220	0	0
Aazo_4500-NC_014248	448	398	0	0
Aazo_4501-NC_014248	324	274	0	0
Aazo_4503-NC_014248	43	1.0002	0	0
Aazo_4505-NC_014248	72	22	0	0
Aazo_4508-NC_014248	139	89	0	0
Aazo_4509-NC_014248	46	1.00408	0	0
Aazo_4512-NC_014248	155	105	0	0
Aazo_4513-NC_014248	159	109	0	0
Aazo_4514-NC_014248	424	374	0	0
Aazo_4515-NC_014248	381	331	0	0
Aazo_4516-NC_014248	740	690	0	0
Aazo_4519-NC_014248	43	1.0002	0	0
Aazo_4520-NC_014248	47	1.01108	0	0
Aazo_4521-NC_014248	74	24	0	0
Aazo_4523-NC_014248	315	265	0	0
Aazo_4525-NC_014248	127	77	0	0
Aazo_4527-NC_014248	47	1.01108	0	0
Aazo_4528-NC_014248	149	99	0	0
Aazo_4529-NC_014248	182	132	0	0
Aazo_4530-NC_014248	268	218	0	0
Aazo_4531-NC_014248	310	260	0	0
Aazo_4532-NC_014248	313	263	0	0
Aazo_4533-NC_014248	187	137	0	0
Aazo_4537-NC_014248	137	87	0	0
Aazo_4538-NC_014248	320	270	0	0
Aazo_4539-NC_014248	470	420	0	0
Aazo_4540-NC_014248	327	277	0	0
Aazo_4542-NC_014248	70	20	0	0
Aazo_4543-NC_014248	54	4.00054	0	0
Aazo_4544-NC_014248	325	275	0	0
Aazo_4545-NC_014248	119	69	0	0
Aazo_4548-NC_014248	84	34	0	0
Aazo_4549-NC_014248	563	513	0	0
Aazo_4550-NC_014248	728	678	0	0
Aazo_4551-NC_014248	73	23	0	0
Aazo_4552-NC_014248	165	115	0	0
Aazo_4553-NC_014248	423	373	0	0
Aazo_4555-NC_014248	82	32	0	0
Aazo_4556-NC_014248	85	35	0	0
Aazo_4560-NC_014248	32	1	0	0
Aazo_4562-NC_014248	80	30	0	0
Aazo_4564-NC_014248	90	40	0	0
Aazo_4565-NC_014248	575	525	0	0
Aazo_4566-NC_014248	68	18	0	0
Aazo_4567-NC_014248	529	479	0	0
Aazo_4568-NC_014248	322	272	0	0
Aazo_4569-NC_014248	267	217	0	0
Aazo_4571-NC_014248	289	239	0	0
Aazo_4573-NC_014248	306	256	0	0
Aazo_4574-NC_014248	136	86	0	0
Aazo_4575-NC_014248	1831	1781	0	0
Aazo_4576-NC_014248	263	213	0	0
Aazo_4577-NC_014248	668	618	0	0
Aazo_4579-NC_014248	54	4.00054	0	0
Aazo_4580-NC_014248	227	177	0	0
Aazo_4581-NC_014248	66	16	0	0
Aazo_4582-NC_014248	46	1.00408	0	0
Aazo_4583-NC_014248	229	179	0	0
Aazo_4587-NC_014248	67	17	0	0
Aazo_4588-NC_014248	1010	960	0	0
Aazo_4592-NC_014248	598	548	0	0
Aazo_4593-NC_014248	506	456	0	0
Aazo_4595-NC_014248	165	115	0	0
Aazo_4596-NC_014248	353	303	0	0
Aazo_4597-NC_014248	611	561	0	0
Aazo_4601-NC_014248	270	220	0	0
Aazo_4602-NC_014248	357	307	0	0
Aazo_4603-NC_014248	69	19	0	0
Aazo_4608-NC_014248	379	329	0	0
Aazo_4609-NC_014248	153	103	0	0
Aazo_4610-NC_014248	788	738	0	0
Aazo_4613-NC_014248	36	1	0	0
Aazo_4614-NC_014248	687	637	0	0
Aazo_4615-NC_014248	203	153	0	0
Aazo_4616-NC_014248	188	138	0	0
Aazo_4617-NC_014248	194	144	0	0
Aazo_4618-NC_014248	325	275	0	0
Aazo_4619-NC_014248	180	130	0	0
Aazo_4620-NC_014248	429	379	0	0
Aazo_4621-NC_014248	50	1.2105	0	0
Aazo_4625-NC_014248	481	431	0	0
Aazo_4626-NC_014248	69	19	0	0
Aazo_4627-NC_014248	71	21	0	0
Aazo_4628-NC_014248	58	8	0	0
Aazo_4629-NC_014248	31	1	0	0
Aazo_4636-NC_014248	265	215	0	0
Aazo_4638-NC_014248	283	233	0	0
Aazo_4639-NC_014248	369	319	0	0
Aazo_4641-NC_014248	409	359	0	0
Aazo_4645-NC_014248	93	43	0	0
Aazo_4646-NC_014248	124	74	0	0
Aazo_4649-NC_014248	105	55	0	0
Aazo_4651-NC_014248	66	16	0	0
Aazo_4654-NC_014248	74	24	0	0
Aazo_4655-NC_014248	275	225	0	0
Aazo_4658-NC_014248	544	494	0	0
Aazo_4660-NC_014248	169	119	0	0
Aazo_4661-NC_014248	295	245	0	0
Aazo_4662-NC_014248	64	14	0	0
Aazo_4663-NC_014248	101	51	0	0
Aazo_4665-NC_014248	112	62	0	0
Aazo_4666-NC_014248	183	133	0	0
Aazo_4667-NC_014248	227	177	0	0
Aazo_4669-NC_014248	304	254	0	0
Aazo_4670-NC_014248	335	285	0	0
Aazo_4672-NC_014248	144	94	0	0
Aazo_4673-NC_014248	130	80	0	0
Aazo_4674-NC_014248	1002	952	0	0
Aazo_4675-NC_014248	177	127	0	0
Aazo_4676-NC_014248	331	281	0	0
Aazo_4677-NC_014248	116	66	0	0
Aazo_4678-NC_014248	543	493	0	0
Aazo_4679-NC_014248	47	1.01108	0	0
Aazo_4680-NC_014248	149	99	0	0
Aazo_4684-NC_014248	120	70	0	0
Aazo_4685-NC_014248	66	16	0	0
Aazo_4686-NC_014248	166	116	0	0
Aazo_4687-NC_014248	312	262	0	0
Aazo_4688-NC_014248	280	230	0	0
Aazo_4689-NC_014248	32	1	0	0
Aazo_4690-NC_014248	407	357	0	0
Aazo_4691-NC_014248	41	1.00003	0	0
Aazo_4693-NC_014248	250	200	0	0
Aazo_4698-NC_014248	45	1.0015	0	0
Aazo_4700-NC_014248	184	134	0	0
Aazo_4702-NC_014248	180	130	0	0
Aazo_4703-NC_014248	755	705	0	0
Aazo_4704-NC_014248	64	14	0	0
Aazo_4705-NC_014248	140	90	0	0
Aazo_4706-NC_014248	446	396	0	0
Aazo_4707-NC_014248	482	432	0	0
Aazo_4711-NC_014248	260	210	0	0
Aazo_4712-NC_014248	452	402	0	0
Aazo_4715-NC_014248	84	34	0	0
Aazo_4716-NC_014248	224	174	0	0
Aazo_4717-NC_014248	360	310	0	0
Aazo_4718-NC_014248	207	157	0	0
Aazo_4719-NC_014248	379	329	0	0
Aazo_4720-NC_014248	162	112	0	0
Aazo_4721-NC_014248	194	144	0	0
Aazo_4722-NC_014248	345	295	0	0
Aazo_4723-NC_014248	60	10	0	0
Aazo_4724-NC_014248	106	56	0	0
Aazo_4726-NC_014248	114	64	0	0
Aazo_4730-NC_014248	682	632	0	0
Aazo_4731-NC_014248	334	284	0	0
Aazo_4732-NC_014248	145	95	0	0
Aazo_4733-NC_014248	90	40	0	0
Aazo_4734-NC_014248	249	199	0	0
Aazo_4735-NC_014248	325	275	0	0
Aazo_4736-NC_014248	463	413	0	0
Aazo_4737-NC_014248	205	155	0	0
Aazo_4738-NC_014248	824	774	0	0
Aazo_4740-NC_014248	53	3.0139	0	0
Aazo_4741-NC_014248	53	3.0139	0	0
Aazo_4746-NC_014248	100	50	0	0
Aazo_4749-NC_014248	80	30	0	0
Aazo_4750-NC_014248	782	732	0	0
Aazo_4751-NC_014248	421	371	0	0
Aazo_4755-NC_014248	42	1.00007	0	0
Aazo_4756-NC_014248	110	60	0	0
Aazo_4757-NC_014248	163	113	0	0
Aazo_4759-NC_014248	222	172	0	0
Aazo_4760-NC_014248	274	224	0	0
Aazo_4763-NC_014248	118	68	0	0
Aazo_4767-NC_014248	438	388	0	0
Aazo_4768-NC_014248	163	113	0	0
Aazo_4769-NC_014248	139	89	0	0
Aazo_4770-NC_014248	125	75	0	0
Aazo_4771-NC_014248	366	316	0	0
Aazo_4772-NC_014248	128	78	0	0
Aazo_4773-NC_014248	113	63	0	0
Aazo_4774-NC_014248	371	321	0	0
Aazo_4775-NC_014248	1034	984	0	0
Aazo_4779-NC_014248	49	1.08033	0	0
Aazo_4780-NC_014248	306	256	0	0
Aazo_4781-NC_014248	82	32	0	0
Aazo_4782-NC_014248	140	90	0	0
Aazo_4783-NC_014248	118	68	0	0
Aazo_4785-NC_014248	544	494	0	0
Aazo_4786-NC_014248	57	7	0	0
Aazo_4787-NC_014248	111	61	0	0
Aazo_4788-NC_014248	479	429	0	0
Aazo_4789-NC_014248	147	97	0	0
Aazo_4790-NC_014248	617	567	0	0
Aazo_4791-NC_014248	720	670	0	0
Aazo_4792-NC_014248	59	9	0	0
Aazo_4797-NC_014248	684	634	0	0
Aazo_4798-NC_014248	140	90	0	0
Aazo_4799-NC_014248	243	193	0	0
Aazo_4800-NC_014248	552	502	0	0
Aazo_4801-NC_014248	76	26	0	0
Aazo_4803-NC_014248	77	27	0	0
Aazo_4804-NC_014248	688	638	0	0
Aazo_4805-NC_014248	537	487	0	0
Aazo_4806-NC_014248	513	463	0	0
Aazo_4807-NC_014248	259	209	0	0
Aazo_4808-NC_014248	350	300	0	0
Aazo_4810-NC_014248	446	396	0	0
Aazo_4811-NC_014248	398	348	0	0
Aazo_4814-NC_014248	81	31	0	0
Aazo_4816-NC_014248	190	140	0	0
Aazo_4817-NC_014248	397	347	0	0
Aazo_4818-NC_014248	217	167	0	0
Aazo_4825-NC_014248	36	1	0	0
Aazo_4827-NC_014248	521	471	0	0
Aazo_4828-NC_014248	301	251	0	0
Aazo_4831-NC_014248	978	928	0	0
Aazo_4832-NC_014248	35	1	0	0
Aazo_4834-NC_014248	139	89	0	0
Aazo_4837-NC_014248	151	101	0	0
Aazo_4838-NC_014248	424	374	0	0
Aazo_4839-NC_014248	333	283	0	0
Aazo_4840-NC_014248	439	389	0	0
Aazo_4841-NC_014248	429	379	0	0
Aazo_4842-NC_014248	142	92	0	0
Aazo_4843-NC_014248	574	524	0	0
Aazo_4844-NC_014248	776	726	0	0
Aazo_4850-NC_014248	298	248	0	0
Aazo_4852-NC_014248	50	1.2105	0	0
Aazo_4853-NC_014248	88	38	0	0
Aazo_4854-NC_014248	171	121	0	0
Aazo_4856-NC_014248	90	40	0	0
Aazo_4857-NC_014248	270	220	0	0
Aazo_4858-NC_014248	533	483	0	0
Aazo_4859-NC_014248	210	160	0	0
Aazo_4860-NC_014248	411	361	0	0
Aazo_4861-NC_014248	440	390	0	0
Aazo_4862-NC_014248	164	114	0	0
Aazo_4863-NC_014248	378	328	0	0
Aazo_4864-NC_014248	128	78	0	0
Aazo_4865-NC_014248	964	914	0	0
Aazo_4866-NC_014248	105	55	0	0
Aazo_4867-NC_014248	46	1.00408	0	0
Aazo_4868-NC_014248	492	442	0	0
Aazo_4869-NC_014248	168	118	0	0
Aazo_4870-NC_014248	124	74	0	0
Aazo_4874-NC_014248	58	8	0	0
Aazo_4875-NC_014248	349	299	0	0
Aazo_4876-NC_014248	134	84	0	0
Aazo_4879-NC_014248	142	92	0	0
Aazo_4880-NC_014248	827	777	0	0
Aazo_4881-NC_014248	304	254	0	0
Aazo_4882-NC_014248	314	264	0	0
Aazo_4883-NC_014248	264	214	0	0
Aazo_4887-NC_014248	312	262	0	0
Aazo_4888-NC_014248	399	349	0	0
Aazo_4889-NC_014248	209	159	0	0
Aazo_4890-NC_014248	117	67	0	0
Aazo_4891-NC_014248	186	136	0	0
Aazo_4892-NC_014248	53	3.0139	0	0
Aazo_4893-NC_014248	108	58	0	0
Aazo_4894-NC_014248	257	207	0	0
Aazo_4895-NC_014248	159	109	0	0
Aazo_4898-NC_014248	427	377	0	0
Aazo_4899-NC_014248	349	299	0	0
Aazo_4900-NC_014248	416	366	0	0
Aazo_4901-NC_014248	475	425	0	0
Aazo_4902-NC_014248	141	91	0	0
Aazo_4903-NC_014248	278	228	0	0
Aazo_4904-NC_014248	418	368	0	0
Aazo_4905-NC_014248	174	124	0	0
Aazo_4906-NC_014248	342	292	0	0
Aazo_4907-NC_014248	332	282	0	0
Aazo_4908-NC_014248	300	250	0	0
Aazo_4909-NC_014248	364	314	0	0
Aazo_4910-NC_014248	326	276	0	0
Aazo_4911-NC_014248	316	266	0	0
Aazo_4912-NC_014248	273	223	0	0
Aazo_4913-NC_014248	285	235	0	0
Aazo_4914-NC_014248	306	256	0	0
Aazo_4915-NC_014248	297	247	0	0
Aazo_4916-NC_014248	452	402	0	0
Aazo_4917-NC_014248	422	372	0	0
Aazo_4918-NC_014248	366	316	0	0
Aazo_4919-NC_014248	386	336	0	0
Aazo_4920-NC_014248	481	431	0	0
Aazo_4921-NC_014248	391	341	0	0
Aazo_4922-NC_014248	198	148	0	0
Aazo_4924-NC_014248	37	1	0	0
Aazo_4925-NC_014248	739	689	0	0
Aazo_4926-NC_014248	78	28	0	0
Aazo_4927-NC_014248	132	82	0	0
Aazo_4928-NC_014248	68	18	0	0
Aazo_4929-NC_014248	275	225	0	0
Aazo_4932-NC_014248	127	77	0	0
Aazo_4933-NC_014248	406	356	0	0
Aazo_4934-NC_014248	62	12	0	0
Aazo_4935-NC_014248	219	169	0	0
Aazo_4936-NC_014248	420	370	0	0
Aazo_4937-NC_014248	200	150	0	0
Aazo_4938-NC_014248	179	129	0	0
Aazo_4939-NC_014248	305	255	0	0
Aazo_4940-NC_014248	69	19	0	0
Aazo_4941-NC_014248	100	50	0	0
Aazo_4942-NC_014248	268	218	0	0
Aazo_4943-NC_014248	217	167	0	0
Aazo_4944-NC_014248	639	589	0	0
Aazo_4945-NC_014248	162	112	0	0
Aazo_4948-NC_014248	689	639	0	0
Aazo_4949-NC_014248	1616	1566	0	0
Aazo_4950-NC_014248	975	925	0	0
Aazo_4951-NC_014248	175	125	0	0
Aazo_4952-NC_014248	121	71	0	0
Aazo_4954-NC_014248	586	536	0	0
Aazo_4955-NC_014248	324	274	0	0
Aazo_4956-NC_014248	114	64	0	0
Aazo_4957-NC_014248	54	4.00054	0	0
Aazo_4959-NC_014248	99	49	0	0
Aazo_4961-NC_014248	36	1	0	0
Aazo_4962-NC_014248	290	240	0	0
Aazo_4963-NC_014248	811	761	0	0
Aazo_4968-NC_014248	155	105	0	0
Aazo_4969-NC_014248	320	270	0	0
Aazo_4970-NC_014248	192	142	0	0
Aazo_4971-NC_014248	299	249	0	0
Aazo_4972-NC_014248	261	211	0	0
Aazo_4973-NC_014248	175	125	0	0
Aazo_4974-NC_014248	239	189	0	0
Aazo_4975-NC_014248	55	5.00001	0	0
Aazo_4976-NC_014248	304	254	0	0
Aazo_4977-NC_014248	345	295	0	0
Aazo_4978-NC_014248	164	114	0	0
Aazo_4979-NC_014248	49	1.08033	0	0
Aazo_4980-NC_014248	173	123	0	0
Aazo_4981-NC_014248	198	148	0	0
Aazo_4982-NC_014248	88	38	0	0
Aazo_4983-NC_014248	310	260	0	0
Aazo_4984-NC_014248	135	85	0	0
Aazo_4989-NC_014248	61	11	0	0
Aazo_4990-NC_014248	46	1.00408	0	0
Aazo_4992-NC_014248	255	205	0	0
Aazo_4993-NC_014248	199	149	0	0
Aazo_4994-NC_014248	151	101	0	0
Aazo_4995-NC_014248	178	128	0	0
Aazo_4996-NC_014248	51	1.52009	0	0
Aazo_4999-NC_014248	453	403	0	0
Aazo_5000-NC_014248	618	568	0	0
Aazo_5002-NC_014248	38	1	0	0
Aazo_5003-NC_014248	50	1.2105	0	0
Aazo_5007-NC_014248	449	399	0	0
Aazo_5008-NC_014248	170	120	0	0
Aazo_5009-NC_014248	192	142	0	0
Aazo_5010-NC_014248	71	21	0	0
Aazo_5011-NC_014248	497	447	0	0
Aazo_5014-NC_014248	194	144	0	0
Aazo_5015-NC_014248	41	1.00003	0	0
Aazo_5016-NC_014248	219	169	0	0
Aazo_5017-NC_014248	292	242	0	0
Aazo_5018-NC_014248	338	288	0	0
Aazo_5019-NC_014248	97	47	0	0
Aazo_5021-NC_014248	178	128	0	0
Aazo_5022-NC_014248	637	587	0	0
Aazo_5023-NC_014248	75	25	0	0
Aazo_5024-NC_014248	83	33	0	0
Aazo_5026-NC_014248	46	1.00408	0	0
Aazo_5027-NC_014248	201	151	0	0
Aazo_5028-NC_014248	467	417	0	0
Aazo_5029-NC_014248	537	487	0	0
Aazo_5030-NC_014248	56	6	0	0
Aazo_5031-NC_014248	199	149	0	0
Aazo_5032-NC_014248	268	218	0	0
Aazo_5034-NC_014248	155	105	0	0
Aazo_5035-NC_014248	140	90	0	0
Aazo_5036-NC_014248	230	180	0	0
Aazo_5037-NC_014248	656	606	0	0
Aazo_5038-NC_014248	96	46	0	0
Aazo_5039-NC_014248	95	45	0	0
Aazo_5040-NC_014248	64	14	0	0
Aazo_5041-NC_014248	115	65	0	0
Aazo_5043-NC_014248	102	52	0	0
Aazo_5044-NC_014248	99	49	0	0
Aazo_5045-NC_014248	47	1.01108	0	0
Aazo_5047-NC_014248	146	96	0	0
Aazo_5049-NC_014248	453	403	0	0
Aazo_5054-NC_014248	960	910	0	0
Aazo_5057-NC_014248	564	514	0	0
Aazo_5058-NC_014248	369	319	0	0
Aazo_5060-NC_014248	455	405	0	0
Aazo_5061-NC_014248	41	1.00003	0	0
Aazo_5062-NC_014248	333	283	0	0
Aazo_5064-NC_014248	482	432	0	0
Aazo_5066-NC_014248	338	288	0	0
Aazo_5067-NC_014248	1002	952	0	0
Aazo_5068-NC_014248	348	298	0	0
Aazo_5069-NC_014248	110	60	0	0
Aazo_5070-NC_014248	203	153	0	0
Aazo_5072-NC_014248	605	555	0	0
Aazo_5073-NC_014248	1118	1068	0	0
Aazo_5074-NC_014248	62	12	0	0
Aazo_5075-NC_014248	198	148	0	0
Aazo_5076-NC_014248	103	53	0	0
Aazo_5077-NC_014248	514	464	0	0
Aazo_5078-NC_014248	635	585	0	0
Aazo_5079-NC_014248	125	75	0	0
Aazo_5080-NC_014248	166	116	0	0
Aazo_5081-NC_014248	259	209	0	0
Aazo_5089-NC_014248	832	782	0	0
Aazo_5090-NC_014248	103	53	0	0
Aazo_5092-NC_014248	54	4.00054	0	0
Aazo_5096-NC_014248	127	77	0	0
Aazo_5098-NC_014248	42	1.00007	0	0
Aazo_5099-NC_014248	737	687	0	0
Aazo_5101-NC_014248	51	1.52009	0	0
Aazo_5102-NC_014248	54	4.00054	0	0
Aazo_5105-NC_014248	498	448	0	0
Aazo_5106-NC_014248	291	241	0	0
Aazo_5111-NC_014248	89	39	0	0
Aazo_5112-NC_014248	260	210	0	0
Aazo_5113-NC_014248	64	14	0	0
Aazo_5114-NC_014248	454	404	0	0
Aazo_5116-NC_014248	127	77	0	0
Aazo_5118-NC_014248	127	77	0	0
Aazo_5120-NC_014248	103	53	0	0
Aazo_5121-NC_014248	64	14	0	0
Aazo_5122-NC_014248	111	61	0	0
Aazo_5124-NC_014248	86	36	0	0
Aazo_5125-NC_014248	144	94	0	0
Aazo_5126-NC_014248	200	150	0	0
Aazo_5129-NC_014248	479	429	0	0
Aazo_5130-NC_014248	54	4.00054	0	0
Aazo_5131-NC_014248	322	272	0	0
Aazo_5136-NC_014248	147	97	0	0
Aazo_5137-NC_014248	42	1.00007	0	0
Aazo_5138-NC_014248	151	101	0	0
Aazo_5139-NC_014248	522	472	0	0
Aazo_5140-NC_014248	56	6	0	0
Aazo_5143-NC_014248	89	39	0	0
Aazo_5144-NC_014248	404	354	0	0
Aazo_5147-NC_014248	74	24	0	0
Aazo_5149-NC_014248	42	1.00007	0	0
Aazo_5152-NC_014248	358	308	0	0
Aazo_5153-NC_014248	304	254	0	0
Aazo_5155-NC_014248	234	184	0	0
Aazo_5156-NC_014248	216	166	0	0
Aazo_5157-NC_014248	399	349	0	0
Aazo_5159-NC_014248	350	300	0	0
Aazo_5160-NC_014248	318	268	0	0
Aazo_5162-NC_014248	79	29	0	0
Aazo_5164-NC_014248	127	77	0	0
Aazo_5168-NC_014248	527	477	0	0
Aazo_5169-NC_014248	33	1	0	0
Aazo_5170-NC_014248	407	357	0	0
Aazo_5172-NC_014248	64	14	0	0
Aazo_5173-NC_014248	71	21	0	0
Aazo_5174-NC_014248	683	633	0	0
Aazo_5176-NC_014248	434	384	0	0
Aazo_5177-NC_014248	388	338	0	0
Aazo_5179-NC_014248	364	314	0	0
Aazo_5180-NC_014248	30	1	0	0
Aazo_5185-NC_014248	94	44	0	0
Aazo_5186-NC_014248	346	296	0	0
Aazo_5187-NC_014248	323	273	0	0
Aazo_5189-NC_014248	368	318	0	0
Aazo_5190-NC_014248	125	75	0	0
Aazo_5192-NC_014248	61	11	0	0
Aazo_5197-NC_014248	44	1.00055	0	0
Aazo_5199-NC_014248	268	218	0	0
Aazo_5200-NC_014248	243	193	0	0
Aazo_5201-NC_014248	430	380	0	0
Aazo_5202-NC_014248	416	366	0	0
Aazo_5204-NC_014248	364	314	0	0
Aazo_5205-NC_014248	239	189	0	0
Aazo_5206-NC_014248	354	304	0	0
Aazo_5207-NC_014248	247	197	0	0
Aazo_5210-NC_014248	108	58	0	0
Aazo_5211-NC_014248	215	165	0	0
Aazo_5212-NC_014248	33	1	0	0
Aazo_5213-NC_014248	98	48	0	0
Aazo_5214-NC_014248	163	113	0	0
Aazo_5217-NC_014248	65	15	0	0
Aazo_5218-NC_014248	625	575	0	0
Aazo_5219-NC_014248	81	31	0	0
Aazo_5220-NC_014248	631	581	0	0
Aazo_5221-NC_014248	181	131	0	0
Aazo_5222-NC_014248	151	101	0	0
Aazo_5226-NC_014248	104	54	0	0
Aazo_5228-NC_014248	210	160	0	0
Aazo_5230-NC_014249	38	1	0	0
Aazo_5231-NC_014249	75	25	0	0
Aazo_5232-NC_014249	87	37	0	0
Aazo_5233-NC_014249	41	1.00003	0	0
Aazo_5234-NC_014249	63	13	0	0
Aazo_5238-NC_014249	50	1.2105	0	0
Aazo_5239-NC_014249	39	1	0	0
Aazo_5244-NC_014249	366	316	0	0
Aazo_5248-NC_014249	57	7	0	0
Aazo_5251-NC_014249	90	40	0	0
Aazo_5254-NC_014249	43	1.0002	0	0
Aazo_5256-NC_014249	42	1.00007	0	0
Aazo_5257-NC_014249	77	27	0	0
Aazo_5258-NC_014249	78	28	0	0
Aazo_5260-NC_014249	51	1.52009	0	0
Aazo_5261-NC_014249	240	190	0	0
Aazo_5262-NC_014249	1336	1286	0	0
Aazo_5264-NC_014249	90	40	0	0
Aazo_5265-NC_014249	47	1.01108	0	0
Aazo_5266-NC_014249	32	1	0	0
Aazo_5270-NC_014249	68	18	0	0
Aazo_5273-NC_014249	62	12	0	0
Aazo_5274-NC_014249	45	1.0015	0	0
Aazo_5275-NC_014249	110	60	0	0
Aazo_5277-NC_014249	92	42	0	0
Aazo_5279-NC_014249	68	18	0	0
Aazo_5283-NC_014249	51	1.52009	0	0
Aazo_5284-NC_014249	385	335	0	0
Aazo_5285-NC_014249	270	220	0	0
Aazo_5286-NC_014249	99	49	0	0
Aazo_5288-NC_014249	218	168	0	0
Aazo_5291-NC_014249	53	3.0139	0	0
Aazo_5295-NC_014249	44	1.00055	0	0
Aazo_5296-NC_014249	127	77	0	0
Aazo_5298-NC_014249	103	53	0	0
Aazo_5299-NC_014249	64	14	0	0
Aazo_5300-NC_014249	106	56	0	0
Aazo_5304-NC_014249	444	394	0	0
Aazo_5305-NC_014249	244	194	0	0
Aazo_5306-NC_014249	48	1.02996	0	0
Aazo_5309-NC_014249	89	39	0	0
Aazo_5315-NC_014249	48	1.02996	0	0
Aazo_5317-NC_014249	554	504	0	0
Aazo_5318-NC_014249	299	249	0	0
Aazo_5320-NC_014249	164	114	0	0
Aazo_5329-NC_014249	331	281	0	0
Aazo_5332-NC_014249	203	153	0	0
Aazo_5334-NC_014249	863	813	0	0
Aazo_5340-NC_014249	45	1.0015	0	0
Aazo_5341-NC_014249	76	26	0	0
Aazo_5343-NC_014249	93	43	0	0
Aazo_5344-NC_014250	279	229	0	0
Aazo_5345-NC_014250	138	88	0	0
Aazo_5346-NC_014250	136	86	0	0
Aazo_5347-NC_014250	64	14	0	0
Aazo_5348-NC_014250	1169	1119	0	0
Aazo_5349-NC_014250	53	3.0139	0	0
